timestamp,sensor_setup_id,signal_value,measurement_id
1613981697283,4,0.10767702013254166,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697283,5,9.812666893005371,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697283,6,-2.2627129554748535,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697317,4,-0.612861692905426,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697317,5,9.603294372558594,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697317,6,-0.8730811476707458,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697352,4,-0.612861692905426,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697352,5,9.603294372558594,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697352,6,-0.8730811476707458,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697400,4,-0.8045865893363953,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697400,5,9.985248565673828,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697400,6,0.4366901218891144,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697401,1,0.013133215717971325,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697401,2,0.01038440316915512,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697401,3,-0.034665580838918686,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697450,4,-0.8045865893363953,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697450,5,9.985248565673828,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697450,6,0.4366901218891144,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697452,1,0.013133215717971325,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697452,2,0.01038440316915512,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697452,3,-0.034665580838918686,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697505,4,-0.385543555021286,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697505,5,10.138389587402344,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697505,6,0.0810568705201149,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697506,1,0.013133215717971325,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697506,2,0.01038440316915512,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697506,3,-0.034665580838918686,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697550,4,-0.385543555021286,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697550,5,10.138389587402344,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697550,6,0.0810568705201149,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697551,1,0.013133215717971325,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697551,2,0.01038440316915512,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697551,3,-0.034665580838918686,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697613,4,-0.08255238085985184,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697613,5,9.800702095031738,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697613,6,-1.5984054803848267,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697613,1,-0.07467607408761978,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697613,2,-0.034818295389413834,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697613,3,0.11636640131473541,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697650,4,-0.08255238085985184,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697650,5,9.800702095031738,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697650,6,-1.5984054803848267,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697652,1,-0.07467607408761978,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697652,2,-0.034818295389413834,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697652,3,0.11636640131473541,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697712,4,-0.401096910238266,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697712,5,10.513165473937988,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697712,6,-2.2316062450408936,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697712,1,-0.07467607408761978,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697712,2,-0.034818295389413834,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697712,3,0.11636640131473541,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697750,4,-0.401096910238266,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697750,5,10.513165473937988,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697750,6,-2.2316062450408936,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697752,1,-0.07467607408761978,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697752,2,-0.034818295389413834,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697752,3,0.11636640131473541,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697813,4,1.9821544885635376,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697813,5,10.226923942565918,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697813,6,0.005682953633368015,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697813,1,-0.43171629309654236,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697813,2,-0.12018419802188873,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697813,3,0.27595025300979614,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697850,4,0.05383851006627083,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697850,5,9.801898956298828,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697850,6,-1.4656038284301758,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697852,1,-0.43171629309654236,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697852,2,-0.12018419802188873,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697852,3,0.27595025300979614,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697906,4,0.2105683982372284,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697906,5,10.106086730957031,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697906,6,0.3562314808368683,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697906,1,-0.43171629309654236,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697906,2,-0.12018419802188873,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697906,3,0.27595025300979614,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697951,4,0.2105683982372284,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697951,5,10.106086730957031,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697951,6,0.3562314808368683,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697951,1,-0.43171629309654236,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697951,2,-0.12018419802188873,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981697951,3,0.27595025300979614,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698001,4,0.8198408484458923,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698001,5,10.072587013244629,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698001,6,0.8877372145652771,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698001,1,-0.39949411153793335,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698001,2,-0.00259610079228878,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698001,3,-0.12858334183692932,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698069,4,0.0526420995593071,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698069,5,9.432208061218262,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698069,6,0.3514458239078522,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698069,1,-0.39949411153793335,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698069,2,-0.00259610079228878,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698069,3,-0.12858334183692932,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698117,4,-0.9230313301086426,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698117,5,7.281060218811035,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698117,6,1.1213364601135254,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698118,1,-0.39949411153793335,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698118,2,-0.00259610079228878,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698118,3,-0.12858334183692932,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698150,4,-0.9230313301086426,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698150,5,7.281060218811035,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698150,6,1.1213364601135254,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698151,1,-0.39949411153793335,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698151,2,-0.00259610079228878,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698151,3,-0.12858334183692932,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698201,4,0.9876375198364258,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698201,5,9.84855842590332,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698201,6,0.12771691381931305,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698201,1,0.2910687327384949,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698201,2,0.015271181240677834,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698201,3,0.024281177669763565,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698227,7,47.0575838,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698227,8,15.4606763,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698251,4,0.9876375198364258,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698251,5,9.84855842590332,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698251,6,0.12771691381931305,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698251,1,0.2910687327384949,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698251,2,0.015271181240677834,ce8ac705-3179-4a0e-ba91-a10816e15d88
1613981698251,3,0.024281177669763565,ce8ac705-3179-4a0e-ba91-a10816e15d88
